SPN,Description,Category,Unit,Min,Max,Priority,OEM,Notes
88628,Paccar Emissions 88628,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88629,Paccar Emissions 88629,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88630,Paccar Emissions 88630,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88631,Paccar Emissions 88631,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88632,Paccar Emissions 88632,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88633,Paccar Emissions 88633,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88634,Paccar Emissions 88634,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88635,Paccar Emissions 88635,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88636,Paccar Emissions 88636,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88637,Paccar Emissions 88637,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88638,Paccar Emissions 88638,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88639,Paccar Emissions 88639,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88640,Paccar Emissions 88640,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88641,Paccar Emissions 88641,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88642,Paccar Emissions 88642,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88643,Paccar Emissions 88643,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88644,Paccar Emissions 88644,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88645,Paccar Emissions 88645,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88646,Paccar Emissions 88646,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88647,Paccar Emissions 88647,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88648,Paccar Emissions 88648,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88649,Paccar Emissions 88649,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88650,Paccar Emissions 88650,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88651,Paccar Emissions 88651,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88652,Paccar Emissions 88652,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88653,Paccar Emissions 88653,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88654,Paccar Emissions 88654,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88655,Paccar Emissions 88655,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88656,Paccar Emissions 88656,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88657,Paccar Emissions 88657,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88658,Paccar Emissions 88658,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88659,Paccar Emissions 88659,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88660,Paccar Emissions 88660,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88661,Paccar Emissions 88661,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88662,Paccar Emissions 88662,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88663,Paccar Emissions 88663,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88664,Paccar Emissions 88664,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88665,Paccar Emissions 88665,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88666,Paccar Emissions 88666,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88667,Paccar Emissions 88667,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88668,Paccar Emissions 88668,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88669,Paccar Emissions 88669,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88670,Paccar Emissions 88670,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88671,Paccar Emissions 88671,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88672,Paccar Emissions 88672,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88673,Paccar Emissions 88673,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88674,Paccar Emissions 88674,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88675,Paccar Emissions 88675,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88676,Paccar Emissions 88676,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88677,Paccar Emissions 88677,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88678,Paccar Emissions 88678,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88679,Paccar Emissions 88679,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88680,Paccar Emissions 88680,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88681,Paccar Emissions 88681,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88682,Paccar Emissions 88682,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88683,Paccar Emissions 88683,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88684,Paccar Emissions 88684,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88685,Paccar Emissions 88685,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88686,Paccar Emissions 88686,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88687,Paccar Emissions 88687,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88688,Paccar Emissions 88688,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88689,Paccar Emissions 88689,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88690,Paccar Emissions 88690,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88691,Paccar Emissions 88691,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88692,Paccar Emissions 88692,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88693,Paccar Emissions 88693,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88694,Paccar Emissions 88694,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88695,Paccar Emissions 88695,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88696,Paccar Emissions 88696,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88697,Paccar Emissions 88697,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88698,Paccar Emissions 88698,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88699,Paccar Emissions 88699,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88700,Paccar Emissions 88700,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88701,Paccar Emissions 88701,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88702,Paccar Emissions 88702,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88703,Paccar Emissions 88703,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88704,Paccar Emissions 88704,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88705,Paccar Emissions 88705,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88706,Paccar Emissions 88706,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88707,Paccar Emissions 88707,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88708,Paccar Emissions 88708,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88709,Paccar Emissions 88709,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88710,Paccar Emissions 88710,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88711,Paccar Emissions 88711,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88712,Paccar Emissions 88712,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88713,Paccar Emissions 88713,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88714,Paccar Emissions 88714,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88715,Paccar Emissions 88715,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88716,Paccar Emissions 88716,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88717,Paccar Emissions 88717,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88718,Paccar Emissions 88718,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88719,Paccar Emissions 88719,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88720,Paccar Emissions 88720,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88721,Paccar Emissions 88721,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88722,Paccar Emissions 88722,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88723,Paccar Emissions 88723,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88724,Paccar Emissions 88724,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88725,Paccar Emissions 88725,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88726,Paccar Emissions 88726,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88727,Paccar Emissions 88727,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88728,Paccar Emissions 88728,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88729,Paccar Emissions 88729,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88730,Paccar Emissions 88730,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88731,Paccar Emissions 88731,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88732,Paccar Emissions 88732,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88733,Paccar Emissions 88733,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88734,Paccar Emissions 88734,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88735,Paccar Emissions 88735,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88736,Paccar Emissions 88736,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88737,Paccar Emissions 88737,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88738,Paccar Emissions 88738,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88739,Paccar Emissions 88739,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88740,Paccar Emissions 88740,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88741,Paccar Emissions 88741,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88742,Paccar Emissions 88742,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88743,Paccar Emissions 88743,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88744,Paccar Emissions 88744,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88745,Paccar Emissions 88745,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88746,Paccar Emissions 88746,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88747,Paccar Emissions 88747,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88748,Paccar Emissions 88748,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88749,Paccar Emissions 88749,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88750,Paccar Emissions 88750,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88751,Paccar Emissions 88751,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88752,Paccar Emissions 88752,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88753,Paccar Emissions 88753,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88754,Paccar Emissions 88754,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88755,Paccar Emissions 88755,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88756,Paccar Emissions 88756,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88757,Paccar Emissions 88757,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88758,Paccar Emissions 88758,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88759,Paccar Emissions 88759,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88760,Paccar Emissions 88760,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88761,Paccar Emissions 88761,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88762,Paccar Emissions 88762,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88763,Paccar Emissions 88763,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88764,Paccar Emissions 88764,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88765,Paccar Emissions 88765,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88766,Paccar Emissions 88766,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88767,Paccar Emissions 88767,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88768,Paccar Emissions 88768,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88769,Paccar Emissions 88769,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88770,Paccar Emissions 88770,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88771,Paccar Emissions 88771,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88772,Paccar Emissions 88772,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88773,Paccar Emissions 88773,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88774,Paccar Emissions 88774,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88775,Paccar Emissions 88775,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88776,Paccar Emissions 88776,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88777,Paccar Emissions 88777,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88778,Paccar Emissions 88778,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88779,Paccar Emissions 88779,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88780,Paccar Emissions 88780,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88781,Paccar Emissions 88781,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88782,Paccar Emissions 88782,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88783,Paccar Emissions 88783,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88784,Paccar Emissions 88784,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88785,Paccar Emissions 88785,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88786,Paccar Emissions 88786,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88787,Paccar Emissions 88787,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88788,Paccar Emissions 88788,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88789,Paccar Emissions 88789,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88790,Paccar Emissions 88790,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88791,Paccar Emissions 88791,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88792,Paccar Emissions 88792,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88793,Paccar Emissions 88793,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88794,Paccar Emissions 88794,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88795,Paccar Emissions 88795,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88796,Paccar Emissions 88796,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88797,Paccar Emissions 88797,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88798,Paccar Emissions 88798,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88799,Paccar Emissions 88799,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88800,Paccar Emissions 88800,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88801,Paccar Emissions 88801,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88802,Paccar Emissions 88802,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88803,Paccar Emissions 88803,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88804,Paccar Emissions 88804,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88805,Paccar Emissions 88805,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88806,Paccar Emissions 88806,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88807,Paccar Emissions 88807,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88808,Paccar Emissions 88808,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88809,Paccar Emissions 88809,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88810,Paccar Emissions 88810,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88811,Paccar Emissions 88811,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88812,Paccar Emissions 88812,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88813,Paccar Emissions 88813,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88814,Paccar Emissions 88814,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88815,Paccar Emissions 88815,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88816,Paccar Emissions 88816,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88817,Paccar Emissions 88817,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88818,Paccar Emissions 88818,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88819,Paccar Emissions 88819,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88820,Paccar Emissions 88820,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88821,Paccar Emissions 88821,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88822,Paccar Emissions 88822,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88823,Paccar Emissions 88823,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88824,Paccar Emissions 88824,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88825,Paccar Emissions 88825,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88826,Paccar Emissions 88826,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88827,Paccar Emissions 88827,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88828,Paccar Emissions 88828,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88829,Paccar Emissions 88829,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88830,Paccar Emissions 88830,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88831,Paccar Emissions 88831,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88832,Paccar Emissions 88832,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88833,Paccar Emissions 88833,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88834,Paccar Emissions 88834,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88835,Paccar Emissions 88835,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88836,Paccar Emissions 88836,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88837,Paccar Emissions 88837,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88838,Paccar Emissions 88838,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88839,Paccar Emissions 88839,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88840,Paccar Emissions 88840,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88841,Paccar Emissions 88841,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88842,Paccar Emissions 88842,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88843,Paccar Emissions 88843,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88844,Paccar Emissions 88844,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88845,Paccar Emissions 88845,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88846,Paccar Emissions 88846,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88847,Paccar Emissions 88847,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88848,Paccar Emissions 88848,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88849,Paccar Emissions 88849,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88850,Paccar Emissions 88850,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88851,Paccar Emissions 88851,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88852,Paccar Emissions 88852,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88853,Paccar Emissions 88853,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88854,Paccar Emissions 88854,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88855,Paccar Emissions 88855,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88856,Paccar Emissions 88856,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88857,Paccar Emissions 88857,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88858,Paccar Emissions 88858,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88859,Paccar Emissions 88859,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88860,Paccar Emissions 88860,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88861,Paccar Emissions 88861,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88862,Paccar Emissions 88862,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88863,Paccar Emissions 88863,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88864,Paccar Emissions 88864,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88865,Paccar Emissions 88865,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88866,Paccar Emissions 88866,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88867,Paccar Emissions 88867,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88868,Paccar Emissions 88868,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88869,Paccar Emissions 88869,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88870,Paccar Emissions 88870,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88871,Paccar Emissions 88871,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88872,Paccar Emissions 88872,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88873,Paccar Emissions 88873,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88874,Paccar Emissions 88874,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88875,Paccar Emissions 88875,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88876,Paccar Emissions 88876,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88877,Paccar Emissions 88877,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88878,Paccar Emissions 88878,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88879,Paccar Emissions 88879,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88880,Paccar Emissions 88880,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88881,Paccar Emissions 88881,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88882,Paccar Emissions 88882,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88883,Paccar Emissions 88883,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88884,Paccar Emissions 88884,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88885,Paccar Emissions 88885,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88886,Paccar Emissions 88886,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88887,Paccar Emissions 88887,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88888,Paccar Emissions 88888,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88889,Paccar Emissions 88889,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88890,Paccar Emissions 88890,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88891,Paccar Emissions 88891,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88892,Paccar Emissions 88892,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88893,Paccar Emissions 88893,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88894,Paccar Emissions 88894,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88895,Paccar Emissions 88895,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88896,Paccar Emissions 88896,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88897,Paccar Emissions 88897,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88898,Paccar Emissions 88898,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88899,Paccar Emissions 88899,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88900,Paccar Emissions 88900,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88901,Paccar Emissions 88901,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88902,Paccar Emissions 88902,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88903,Paccar Emissions 88903,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88904,Paccar Emissions 88904,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88905,Paccar Emissions 88905,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88906,Paccar Emissions 88906,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88907,Paccar Emissions 88907,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88908,Paccar Emissions 88908,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88909,Paccar Emissions 88909,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88910,Paccar Emissions 88910,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88911,Paccar Emissions 88911,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88912,Paccar Emissions 88912,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88913,Paccar Emissions 88913,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88914,Paccar Emissions 88914,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88915,Paccar Emissions 88915,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88916,Paccar Emissions 88916,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88917,Paccar Emissions 88917,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88918,Paccar Emissions 88918,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88919,Paccar Emissions 88919,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88920,Paccar Emissions 88920,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88921,Paccar Emissions 88921,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88922,Paccar Emissions 88922,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88923,Paccar Emissions 88923,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
88924,Paccar Emissions 88924,Emissions,,,,2,Paccar,Kenworth/Peterbilt proprietary
